Committee,Committee Type,Payee,Purpose of Expenditure,Description,Payment Method,Payment Date,Amount,File to State,Period Start,Period End,Election Year,Status,Data Source,Refiled Electronically,Street Address,City,State
1St District Democratic Committee Of East Hartford,Political Action Committee,E.H.D.T.C.,AD(),AD FOR GOLF BOOKLET,Check,6/6/2012,100,7/5/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,127 CHRISTINE DR,EAST HARTFORD,CT                                                
30 PAC,Political Action Committee,BELLA PIZZA,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,1/3/2012,49.54,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,41 CHAMBERLIN HWY,KENSINGTON,CT                                                
30 PAC,Political Action Committee,WALMART,Office(),,Debit Card,1/4/2012,69.07,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,980 FARMINGTON AVE,BERLIN,CT                                                
30 PAC,Political Action Committee,WOOD-N-TAP,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,1/11/2012,66.65,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,12 TOWN LINE RD,ROCKY HILL,CT                                                
30 PAC,Political Action Committee,RALPH N RICHS,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,1/18/2012,53.6,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,815 MAIN ST,BRIDGEPORT,CT                                                
30 PAC,Political Action Committee,OFFICERS CLUB,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,2/27/2012,30.95,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,360 BROAD ST,HARTFORD,CT                                                
30 PAC,Political Action Committee,FARRELL RESTAURANT,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,3/12/2012,38.16,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,245 MALBOROUGH ST,PORTLAND,CT                                                
30 PAC,Political Action Committee,JASON BARTLETT EXPLORATORY,CNTRB(),,Check,3/7/2012,100,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,34-2 GRAND ST,DANBURY,CT                                                
30 PAC,Political Action Committee,GIOVANNIS,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,3/16/2012,30,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,456 NEW BRITAIN AVE,NEWINGTON,CT                                                
30 PAC,Political Action Committee,SOUTHINGTON CHAMBER OF COMMERCE,A-OTH(Other advertising),,Check,3/16/2012,200,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,37 WEST CENTER ST,SOUTHINGTON,CT                                                
30 PAC,Political Action Committee,CT FAIR HOUSING,M(),SPONSORSHIP,Check,3/27/2012,200,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,221 MAIN ST,HARTFORD,CT                                                
30 PAC,Political Action Committee,RED ROCK,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,2/9/2012,27.1,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,369 CAPITOL AVE,HARTFORD,CT                                                
30 PAC,Political Action Committee,RED ROCK,FOOD(Paid directly to a vendor for food and beverage),,Check,2/8/2012,150,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,369 CAPITOL AVE,HARTFORD,CT                                                
30 PAC,Political Action Committee,RED ROCK,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,3/1/2012,34.53,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,369 CAPITOL AVE,HARTFORD,CT                                                
30 PAC,Political Action Committee,RED ROCK,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,3/16/2012,30.3,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,369 CAPITOL AVE,HARTFORD,CT                                                
30 PAC,Political Action Committee,RED ROCK,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,3/23/2012,43.45,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,369 CAPITOL AVE,HARTFORD,CT                                                
30 PAC,Political Action Committee,RED ROCK,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,3/29/2012,32.5,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,369 CAPITOL AVE,HARTFORD,CT                                                
30 PAC,Political Action Committee,J RESTAURANT,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,1/19/2012,77,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,297 WASHINGTON ST,HARTFORD,CT                                                
30 PAC,Political Action Committee,WOOD-N-TAP,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,2/21/2012,109.08,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,QUEEN ST,SOUTHINGTON,CT                                                
30 PAC,Political Action Committee,TD HOMER GRILL,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,2/29/2012,45.83,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,QUEEN ST,SOUTHINGTON,CT                                                
30 PAC,Political Action Committee,CT DEMOCRATIC PARTY,CNTRB(),,Check,3/16/2012,2000,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,330 Main St,HARTFORD,CT                                                
30 PAC,Political Action Committee,US POSTMASTER,post(),,Check,1/9/2012,61.6,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,Old State House,HARTFORD,CT                                                
30 PAC,Political Action Committee,BERLIN HALL OF FAME,A-OTH(Other advertising),,Check,2/2/2012,150,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,139 Patterson Way,BERLIN,CT                                                
30 PAC,Political Action Committee,CT WORKING FAMILIES,CNTRB(),,Check,2/2/2012,500,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,30 Arbor St,HARTFORD,CT                                                
30 PAC,Political Action Committee,THIRD DISTRICT,CNTRB(),,Check,3/1/2012,200,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,97 Amity St,HARTFORD,CT                                                
30 PAC,Political Action Committee,CORNER PUG,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,2/6/2012,80.81,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,1046 NEW BRITAIN AVE,HARTFORD,CT                                                
30 PAC,Political Action Committee,BERLIN HIGH SCHOOL HALL OF FAME,A-OTH(Other advertising),SPONSORSHIP,Check,4/20/2012,45,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,139 Patterson Way,BERLIN,CT                                                
30 PAC,Political Action Committee,PARTY CITY,MISC(Expenses related to miscellaneous items that are listed above),"CUPS, NAPKINS FOR REC.",Check,6/11/2012,62.58,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,192 Kitts Lane,NEWINGTON,CT                                                
30 PAC,Political Action Committee,WALGREENS,Office(),POSTAGE & ENVELOPES,Check,6/21/2012,14.19,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,Washington St,HARTFORD,CT                                                
30 PAC,Political Action Committee,LOB CAFE,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,4/4/2012,16.06,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,LEGISLATIVE OFFICE BLDG.,HARTFORD,CT                                                
30 PAC,Political Action Committee,NY STYLE PIZZA,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,4/7/2012,49.82,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,435 HARTFORD TPKE,VERNON,CT                                                
30 PAC,Political Action Committee,Even Stephens,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,4/11/2012,18.37,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,797 FARMINGTON AVE,BERLIN,CT                                                
30 PAC,Political Action Committee,RIO GRILL,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,4/13/2012,144.29,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,54 PRATT ST,HARTFORD,CT                                                
30 PAC,Political Action Committee,RED ROCK,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,4/19/2012,30.4,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,369 CAPITOL AVE,HARTFORD,CT                                                
30 PAC,Political Action Committee,BERLIN SPIRITS,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,5/5/2012,230.45,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,118 MILL ST,BERLIN,CT                                                
30 PAC,Political Action Committee,EAST SIDE RESTAURANT,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,6/11/2012,133.69,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,131 DWIGHT ST,NEW BRITAIN,CT                                                
30 PAC,Political Action Committee,LOB CAFE,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,6/26/2012,15.9,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,300 CAPTIOL AVE LOB,HARTFORD,CT                                                
30 PAC,Political Action Committee,CHILI'S,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,6/27/2012,38.48,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,590 HARTFORD RD,NEW BRITAIN,CT                                                
30 PAC,Political Action Committee,JOHN BARRY,RCW(Reimburse committee workers),FOOD,Check,6/11/2012,72.65,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,P.O. 807 1264,MARION,CT                                                
30 PAC,Political Action Committee,WOOD-N-TAP,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,5/16/2012,421.64,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,12 TOWN LINE RD,ROCKY HILL,CT                                                
30 PAC,Political Action Committee,JOEY GARLICS,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,4/26/2012,39.2,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,150 KITTS LANE,NEWINGTON,CT                                                
30 PAC,Political Action Committee,JOEY GARLICS,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,5/14/2012,47.18,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,150 KITTS LANE,NEWINGTON,CT                                                
30 PAC,Political Action Committee,JOHN BLAIR SCHOLARSHIP FUND,CHAR(Payment to tax exempt charitable organization),,Check,4/2/2012,150,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,18 GRIST MILL RD,GLASTONBURY,CT                                                
30 PAC,Political Action Committee,RED ROCK,FNDR(Expenses associated with holding a committee fundraiser),,Debit Card,6/25/2012,520,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,369 CAPITOL AVE,HARTFORD,CT                                                
30 PAC,Political Action Committee,CT BLACK & PUERTO RICAN CAUCUS URBAN INSTITUTE,A-OTH(Other advertising),AD BOOK,Check,4/11/2012,250,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,29 COLMAN ST,NEW LONDON,CT                                                
30 PAC,Political Action Committee,KINKO'S,PRNT(),COPIES,Check,6/27/2012,3.51,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,TRUMBULL ST,HARTFORD,CT                                                
30 PAC,Political Action Committee,FIRE BOY,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,FOOD,40.44,2/3/2012,10/1/2011,10/25/2011,,Original,Data Entry,NO,539 Broad St,HARTFORD,CT                                                
30Th District Republican Senatorial Committee,Political Action Committee,JOHN MORRIS,Postage(),POSTAGE,Check,4/4/2012,90,4/9/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,3533 Hall Meadow Road,NORFOLK,Ct                                                
30Th District Republican Senatorial Committee,Political Action Committee,"US POST OFFICE, GOSHEN, CT / STAPLES, TORRINGTON, CT",PRNT/POST(),PRINTING & MAILING OF FUNDRAISER INVITATIONS,Check,5/12/2012,438.61,7/9/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,,,
30Th District Republican Senatorial Committee,Political Action Committee,FIFE 'N DRUM RESTAURANT,FOOD(Paid directly to a vendor for food and beverage),BREAKFAST AT FUNDRIASER,Check,6/21/2012,750,7/9/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,MAIN STREET,KENT,CT                                                
32 GOP,Political Action Committee,St. Mary's Hospital Foundation,CHAR(Payment to tax exempt charitable organization),,Check,1/12/2012,500,4/3/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,50 Franklin St .,Waterbury,CT                                                
32 GOP,Political Action Committee,Italian American Legislative Caucus Educational Fu,CHAR(Payment to tax exempt charitable organization),,Check,3/14/2012,700,4/3/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,3254 Torringford St .,Torrington,CT                                                
33Rd District State Sentorial PAC,Political Action Committee,T D BANK,"BNK(Bank fees, interest charges, or penalties)",ACCOUNT MAINTENANCE FEE,Check,1/23/2012,7,4/9/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,84 RT. 81,KILLINGWORTH,CT                                                
33Rd District State Sentorial PAC,Political Action Committee,TD BANK,"BNK(Bank fees, interest charges, or penalties)",ACCOUNT MAINTENANCE FEE,Check,2/23/2012,7,4/9/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,84 RT. 81,KILLINGWORTH,CT                                                
33Rd District State Sentorial PAC,Political Action Committee,TD BANK,"BNK(Bank fees, interest charges, or penalties)",ACCOUNT MAINTENANCE FEE,Check,3/23/2012,7,4/9/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,84 RT. 81,KILLINGWORTH,CT                                                
33Rd District State Sentorial PAC,Political Action Committee,TD BANK,"BNK(Bank fees, interest charges, or penalties)",ACCOUNT MAINTENANCE FEE,,5/23/2012,7,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,84 RT. 81,KILLINGWORTH,CT                                                
33Rd District State Sentorial PAC,Political Action Committee,TD BANK,"BNK(Bank fees, interest charges, or penalties)",ACCOUNT MAINTENANCE FEE,Check,4/23/2012,7,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,84 RT. 81,KILLINGWORTH,CT                                                
33Rd District State Sentorial PAC,Political Action Committee,TD BANK,"BNK(Bank fees, interest charges, or penalties)",ACCOUNT MAINTENANCE FEE,,6/22/2012,7,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,84 RT. 81,KILLINGWORTH,CT                                                
4Th Senatorial District Republicans,Political Action Committee,CONNECTICUT REPUBLICAN STATE CENTRAL COMM,CNTRB(),CONTRIBUTION,Check,3/29/2012,1000,4/3/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,PRATT STREET,HARTFORD,CT                                                
4Th Senatorial District Republicans,Political Action Committee,GEORGINAS RESTAURANT,FNDR(Expenses associated with holding a committee fundraiser),4TH SENATORIAL DISTRICT REPUBLICAN DINNER,Check,3/29/2012,1131.09,4/3/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,275 BOSTON TPK,BOLTON,CT                                                
5Th District Democratic Town Committee,Political Action Committee,NEW ENGLAND STATE & EASTERN CANADA,CHAR(Payment to tax exempt charitable organization),AD,Debit Card,2/3/2012,100,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,,WATERBURY,CT                                                
5Th District Democratic Town Committee,Political Action Committee,DEMOCRATS ON THE MOVE,CNTRB`Q(),DONATION TO COMMITTEE,Check,,500,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,127 RIDGEFIELD STREET,HARTFORD,CT                                                
5Th District Democratic Town Committee,Political Action Committee,FIFTH DISTRICT DEMOCRATS,CNTRB(),DONATION TO COMMITTEE,Check,,500,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,196 CLEVELAND AVE,HARTFORD,CT                                                
5Th District Democratic Town Committee,Political Action Committee,CT DEMOCRATIC CENTRAL COMMITTEE,CNTRB(),ADS,Check,,175,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,330 MAIN STREET,HARTFORD,CT                                                
5Th District Democratic Town Committee,Political Action Committee,WEBSTER BANK,"BNK(Bank fees, interest charges, or penalties)",BANK FEES,Debit Card,,29.85,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,P.O. BOX 191,HARTFORD,CT                                                
5Th District Democratic Town Committee,Political Action Committee,WEBSTER BANK,"BNK(Bank fees, interest charges, or penalties)",BANK FEES,Debit Card,,11.85,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,P.O. BOX 191,HARTFORD,CT                                                
5Th District Democratic Town Committee,Political Action Committee,CONSTITUTION COACH,CNTRB'Q(),DONATION TO COMMITTEE,Check,,325,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,,WINDSOR,CT                                                
5Th District Democratic Town Committee,Political Action Committee,WEBSTER BANK,,,Debit Card,,29.85,1/18/2012,11/1/2011,1/10/2012,,Amendment,Data Entry,NO,P.O. BOX 191,HARTFORD,CT                                                
5Th District Democratic Town Committee,Political Action Committee,WEBSTER BANK,,,Debit Card,,29.85,1/10/2012,11/1/2011,1/10/2012,,Original,Data Entry,NO,P.O. BOX 191,HARTFORD,CT                                                
8Th District Democrats,Political Action Committee,CHATTERLEY'S REST,FOOD(Paid directly to a vendor for food and beverage),8TH DISTRICT MEETING,Check,2/17/2012,52.01,4/9/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,Rt 44,NEW HARTFORD,CT                                                
8Th District Democrats,Political Action Committee,PETER BRAZAITIS,RCW(Reimburse committee workers),DONUTS/COFFEE/FOR MEETING,Check,2/1/2012,25,4/9/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,155 Woodchuck Ln,HARWINTON,CT                                                
8Th District Democrats,Political Action Committee,MYRNA WATANABE,RCW(Reimburse committee workers),DONUTS/COFFEE/MEETING,Check,2/18/2012,20,4/9/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,155 Woodchuck Ln,HARWINTON,CT                                                
8Th District Democrats,Political Action Committee,WM TYSZKA,POST/RCW(),DUP/MAILING/2011 REPORTS,Check,1/14/2012,10.04,4/9/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,12 Briarwood Dr,SIMSBURY,CT                                                
8Th District Democrats,Political Action Committee,WM TYSZKA,RCW(Reimburse committee workers),DONUTS/COFFEE/MEETING,Check,3/1/2012,17.99,4/9/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,12 Briarwood Dr,SIMSBURY,CT                                                
8Th District Democrats,Political Action Committee,AMY MCLEAN SAILS,RCW(Reimburse committee workers),SUPPLIES FOR ISSUES FORUM,Check,3/15/2012,77.56,4/9/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,36 Elm St,TARIFFVILLE,CT                                                
8Th District Democrats,Political Action Committee,DSCC FEDERAL CONT OF DEMS,ATT(Fee for attending a fundraiser),1 TICKET JEFF/JACKSON DINNER,Check,3/10/2012,175,4/9/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,330 MAIN ST,HARTFORD,CT                                                
8Th District Democrats,Political Action Committee,STOP AND SHOP,FOOD(Paid directly to a vendor for food and beverage),COOKING / SUPPLIES FOR FORUM,Check,3/15/2012,22.3,4/9/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,RT 10,SIMSBURY,CT                                                
92Nd Democrats For Victory,Political Action Committee,united Illuminating Company,OVHD(Overhead operating costs),,Check,4/1/2012,28.72,7/8/2012,4/1/2012,6/30/2012,,Original,eFILE,NO,PO Box 9230,Chelsea,NY                                                
92Nd Democrats For Victory,Political Action Committee,Southern CT Gas Company,OVHD(Overhead operating costs),,Check,6/1/2012,38.35,7/8/2012,4/1/2012,6/30/2012,,Original,eFILE,NO,PO Box 9112,Chelsea,MA                                                
92Nd Democrats For Victory,Political Action Committee,Alden House Partners,OVHD(Overhead operating costs),Rent for space,Check,2/1/2012,770,4/8/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,276 Riverside Dr # 12-C,New York,NY                                                
92Nd Democrats For Victory,Political Action Committee,Alden House Partners,OVHD(Overhead operating costs),Space,Check,3/1/2012,770,4/8/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,276 Riverside Dr # 12-C,New York,NY                                                
92Nd Democrats For Victory,Political Action Committee,Alden House Partners,OVHD(Overhead operating costs),space for April '12,Check,3/31/2012,770,4/8/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,276 Riverside Dr # 12-C,New York,NY                                                
92Nd Democrats For Victory,Political Action Committee,Southern CT Gas Company,OVHD(Overhead operating costs),,Check,5/1/2012,39.32,7/8/2012,4/1/2012,6/30/2012,,Original,eFILE,NO,PO Box 11749,Newark,NJ                                                
92Nd Democrats For Victory,Political Action Committee,Alden House Partners,OVHD(Overhead operating costs),rent for space,Check,4/1/2012,770,7/8/2012,4/1/2012,6/30/2012,,Original,eFILE,NO,276 Riverside Dr,New York,NY                                                
92Nd Democrats For Victory,Political Action Committee,Alden House Partners,OVHD(Overhead operating costs),,Check,6/1/2012,770,7/8/2012,4/1/2012,6/30/2012,,Original,eFILE,NO,276 Riverside Dr,New York,NY                                                
92Nd Democrats For Victory,Political Action Committee,United Illuminating,OVHD(Overhead operating costs),,Check,6/1/2012,21.89,7/8/2012,4/1/2012,6/30/2012,,Original,eFILE,NO,PO Box 9230,Chelsea,MA                                                
92Nd Democrats For Victory,Political Action Committee,United Illuminating,OVHD(Overhead operating costs),,Check,5/1/2012,25.42,7/8/2012,4/1/2012,6/30/2012,,Original,eFILE,NO,PO Box 9230,Chelsea,MA                                                
92Nd Democrats For Victory,Political Action Committee,United Illuinating Company,OVHD(Overhead operating costs),utility electricity,Check,2/27/2012,86.67,4/8/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,PO Box 9230,Chelsea,MA                                                
92Nd Democrats For Victory,Political Action Committee,Southern CT Gas,OVHD(Overhead operating costs),utility gas,Check,2/27/2012,50.59,4/8/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,PO Box 1999,Augusta,ME                                                
92Nd Democrats For Victory,Political Action Committee,Southern CT Gas,OVHD(Overhead operating costs),utility gas,Check,3/28/2012,145.75,4/8/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,PO Box 1999,Augusta,ME                                                
99 PAC,Political Action Committee,Harland Clarke,"BNK(Bank fees, interest charges, or penalties)",check fee,Debit Card,6/20/2012,26,7/3/2012,6/10/2012,6/30/2012,,Original,eFILE,NO,10931 Laureate Dr,San Antonio,TX                                                
A Better Connecticut - ABC,Political Action Committee,BANK OF AMERICA,,OCT-NOV-DEC SERVICE CHARGE,,,9,1/10/2012,10/26/2011,12/31/2011,,Original,Data Entry,NO,Cromwell Ave,ROCKY HILL,CT                                                
A Better Connecticut - ABC,Political Action Committee,DONOVAN FOR CONGRESS,C(),FUNDRAISER CHRISTY SCOTT TREASUER,Check,3/23/2012,300,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,31 Pratt Street,HARTFORD,CT                                                
A Better Connecticut - ABC,Political Action Committee,BANK OF AMERICA,,JAN-MARCH 2012 SERVICE CHARGE,,,6,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,Cromwell Ave,ROCKY HILL,CT                                                
A Better Connecticut - ABC,Political Action Committee,DEMOCRATIC STATE CENTRAL COMMITTEE,C(),FUNDRAISER - DONATION,Check,3/5/2012,350,4/10/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,Main Street,HARTFORD,CT                                                
A Better Connecticut - ABC,Political Action Committee,ROCHE FOR SENATE 2012,C(),FUNDRAISER,Check,5/10/2012,100,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,169 CENTRAL ST,FORESTVILLE,CT                                                
A Better Connecticut - ABC,Political Action Committee,IALCCF - ITALIAN AMERICAN SOCIATY,ATT(),FUNDRAISER,Check,4/4/2012,140,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,74 COURT STREET,MIDDLETOWN,CT                                                
A Better Connecticut - ABC,Political Action Committee,BANK OF AMERICA,,"APRIL, MAY, JUNE & SERVICE CHARGE 2012",,"April,May,June",9,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,Cromwell Ave,ROCKY HILL,CT                                                
